"rpt_rec_num","Provider CCN","Hospital Name","Street Address","City","State Code","Zip Code","County","Medicare CBSA Number","Rural Versus Urban","CCN Facility Type","Provider Type","Type of Control","Fiscal Year Begin Date","Fiscal Year End Date","FTE - Employees on Payroll","Number of Interns and Residents (FTE)","Total Days Title V","Total Days Title XVIII","Total Days Title XIX","Total Days (V + XVIII + XIX + Unknown)","Number of Beds","Total Bed Days Available","Total Discharges Title V","Total Discharges Title XVIII","Total Discharges Title XIX","Total Discharges (V + XVIII + XIX + Unknown)","Number of Beds + Total for all Subproviders","Hospital Total Days Title V For Adults & Peds","Hospital Total Days Title XVIII For Adults & Peds","Hospital Total Days Title XIX For Adults & Peds","Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds","Hospital Number of Beds For Adults & Peds","Hospital Total Bed Days Available For Adults & Peds","Hospital Total Discharges Title V For Adults & Peds","Hospital Total Discharges Title XVIII For Adults & Peds","Hospital Total Discharges Title XIX For Adults & Peds","Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds","Cost of Charity Care","Total Bad Debt Expense","Cost of Uncompensated Care","Total Unreimbursed and Uncompensated Care","Total Salaries From Worksheet A","Overhead Non-Salary Costs","Depreciation Cost","Total Costs","Inpatient Total Charges","Outpatient Total Charges","Combined Outpatient + Inpatient Total Charges","Wage-Related Costs (Core)","Wage-Related Costs (RHC/FQHC)","Total Salaries (adjusted)","Contract Labor: Direct Patient Care","Wage Related Costs for Part - A Teaching Physicians","Wage Related Costs for Interns and Residents","Cash on Hand and in Banks","Temporary Investments","Notes Receivable","Accounts Receivable","Less: Allowances for Uncollectible Notes and Accounts Receivable","Inventory","Prepaid Expenses","Other Current Assets","Total Current Assets","Land","Land Improvements","Buildings","Leasehold Improvements","Fixed Equipment","Major Movable Equipment","Minor Equipment Depreciable","Health Information Technology Designated Assets","Total Fixed Assets","Investments","Other Assets","Total Other Assets","Total Assets","Accounts Payable","Salaries, Wages, and Fees Payable","Payroll Taxes Payable","Notes and Loans Payable (Short Term)","Deferred Income","Other Current Liabilities","Total Current Liabilities","Mortgage Payable","Notes Payable","Unsecured Loans","Other Long Term Liabilities","Total Long Term Liabilities","Total Liabilities","General Fund Balance","Total Fund Balances","Total Liabilities and Fund Balances","DRG Amounts Other Than Outlier Payments","DRG Amounts Before October 1","DRG Amounts After October 1","Outlier Payments For Discharges","Disproportionate Share Adjustment","Allowable DSH Percentage","Managed Care Simulated Payments","Total IME Payment","Inpatient Revenue","Outpatient Revenue","Total Patient Revenue","Less Contractual Allowance and Discounts on Patients' Accounts","Net Patient Revenue","Less Total Operating Expense","Net Income from Service to Patients","Total Other Income","Total Income","Total Other Expenses","Net Income","Cost To Charge Ratio","Net Revenue from Medicaid","Medicaid Charges","Net Revenue from Stand-Alone CHIP","Stand-Alone CHIP Charges"
764040,360163,THE CHRIST HOSPITAL,2139 AUBURN AVENUE,CINCINNATI,OH,45219-2906,HAMILTON,17140,U,STH,1,2,07/01/2017,06/30/2018,3771.62,81.9,,34129,3129,101783,473,164786,,7262,295,23802,540,,29458,1230,82073,406,141095,,7262,295,23802,4864735,22714140,10531670,36478816,249629277,461137712,52095945,621876891,1369933439,1236675924,2606609363,64761773,,249629277,2692440,,987023,28091494,3267507,,378857422,-276263918,22206513,12141089,60162524,700288850,48801834,14241668,475402058,21428701,307584635,244255288,,103352062,544314190,358009026,31813931,389822957,1634425997,39064514,30459921,1121889,1618,,15467622,86115564,,396777905,,76918636,473696541,559812105,1074613892,1074613892,1634425997,,20252087,62112232,4421900,1264293,0.0614,53188140,7007556,1382772061,1273282993,2656055054,1913238322,742816732,697696558,45120174,50434093,95554267,,95554267,0.238577,37442989,279578143,,
764047,360211,TRINITY HOSPITAL HOLDING COMPANY,4000 JOHNSON ROAD,STEUBENVILLE,OH,43952-,JEFFERSON,48260,U,STH,1,1,07/01/2017,06/30/2018,1160.62,,,13399,1838,30058,194,70810,,3208,362,7426,284,,11550,1497,24764,174,63510,,3208,362,7426,2352882,10028254,5192383,16072928,81651361,144932748,6485287,166922272,209717438,395435839,605153277,24916634,,86400485,1629806,,,8087680,,,39865047,-11177000,3801651,1865862,-670,43502677,7810022,465828,30887071,,816995,21266061,,,43246074,175830248,5145367,180975615,267724366,12012513,6306054,,,,1182739,20989121,,,,-316339,-316339,20672782,247051584,247051584,267724366,,6117553,19335942,188780,709517,0.1115,,,211519286,464488550,676007836,452939624,223068212,226584109,-3515897,14704942,11189045,269,11188776,0.275835,21625828,112847534,,
764066,520139,WEST ALLIS MEMORIAL HOSPITAL,8901 WEST LINCOLN AVENUE,WEST ALLIS,WI,53227-2409,MILWAUKEE,33340,U,STH,1,2,01/01/2017,12/31/2017,1076.59,3.12,,12047,4546,55015,291,104235,,2776,1105,12152,291,,10824,1645,37140,220,80300,,2776,1105,12152,2880309,9264369,4876893,17057857,68163998,149785031,10981650,177536151,458499471,416066197,874565668,21350032,,67944623,,,88332,646214806,,,40484145,,2690628,287121,869796,691255544,84938,373539,166420867,2696008,26221238,34565643,,,104301920,1616406,2910632,4527038,800084502,6199064,6385553,,,,1414612,13999229,,,,508062,508062,14507291,784265343,785577211,800084502,,16604664,5439667,238425,896654,0.1627,14766829,45544,457544892,417425730,874970622,603404748,271565874,217949029,53616845,8792505,62409350,706035,61703315,0.202999,17506649,146245118,,
764074,050239,ADVENTIST HEALTH GLENDALE,1509 WILSON TERRACE,GLENDALE,CA,92106,LOS ANGELES,31084,U,STH,1,1,01/01/2017,12/31/2017,1708.36,21.96,,34024,6238,78637,323,117895,,7154,1202,18815,451,,31083,4144,66217,277,101105,,7154,1202,18815,8624804,9096917,10588309,44790187,157809248,309242049,17040262,353605701,1643467275,699173685,2342640960,40622017,,157724248,2324767,,391164,61372602,558134,,426161974,-365486801,5598650,1304886,,164151643,3726115,3772277,355422797,6279111,20030335,85414227,,,195684096,7505,11884790,11892295,371728034,19725148,15346780,2966201,,-13188,523910,43486815,,168897000,,36179397,205076397,248563212,123164822,123164822,371728034,,58349845,19285211,2206204,10360399,0.5338,16292842,2654886,1643468942,707479274,2350948216,1906892844,444055372,467051297,-22995925,14513240,-8482685,,-8482685,0.150943,62070182,637804074,,
764084,150021,PARKVIEW HOSPITAL,11109 PARKVIEW PLAZA DRIVE,FORT WAYNE,IN,46845,ALLEN,23060,U,STH,1,2,01/01/2017,12/31/2017,4470.7,16.8,,41000,5565,148709,549,200385,,8397,786,31779,710,,34192,4141,98891,387,141255,,8397,786,31779,18263083,55070982,29521490,68545209,368270814,526209871,43894407,642236429,1637409151,1586543314,3223952465,84525774,,302221200,10510503,,,-227062,,,138881842,,17163449,2606956,,160769246,6770319,67503714,540725704,11612026,18849722,407514085,,,652420943,24136518,26060843,50197361,863387550,44110201,14739663,13464,,,4461197,555222035,,,,4497248,4497248,559719283,303668267,303668267,863387550,,55559113,17995998,4112552,2489841,0.1354,47645156,894062,1671139321,1668426927,3339566248,2368763125,970803123,894480685,76322438,50620563,126943001,-377012,127320013,0.199208,29035191,317727271,940778,2613795
764086,150034,ST. MARY MEDICAL CENTER  INC.,1500 SOUTH LAKE AVENUE,HOBART,IN,46342,LAKE,23844,U,STH,1,2,07/01/2017,06/30/2018,1064.22,,,19992,580,46283,180,65700,,4110,108,9513,200,,18290,496,39627,160,58400,,4110,108,9513,4374741,8635216,6398987,22023006,69457139,176469293,16060423,195429311,378418006,556287906,934705912,16614839,,69457139,3483181,,,2598,,,30864644,,7093511,1818617,,41186405,,,141516597,,,,,,141516597,,6706274,6706274,189409276,977598,6870592,,365178,,2447908,10661276,,168301,,16405890,16574191,27235467,162173809,162173809,189409276,,8865354,29276672,352572,405260,0.0425,,,378418392,557064323,935482715,666910825,268571890,245926432,22645458,2658618,25304076,,25304076,0.209081,9691873,121081064,,
764098,180018,ST. CLAIRE MEDICAL CENTER,222 MEDICAL CIRCLE,MOREHEAD,KY,40351-,ROWAN,99918,R,STH,1,1,07/01/2017,06/30/2018,944.09,10.37,,6566,,15508,91,33215,,1776,,4517,129,,5408,,12152,81,29565,,1776,,4517,527723,9508578,3415630,8066407,75102822,73418079,4697510,113926506,119909902,264622177,384532079,11329611,805889,75102822,2062427,,74701,5894821,2530792,,53019413,-8126768,2125834,1691583,1603302,61565540,3582186,2480014,53121051,,,61730117,,,37420900,24993240,1668578,26661818,125648258,4978360,7182945,10235717,1213529,470739,4812311,28893601,,38153414,,525684,38679098,67572699,58075559,58075559,125648258,,2669158,9481724,104922,889748,0.2929,3370588,771435,126482045,314600880,441082925,303953969,137128956,148520901,-11391945,12037945,646000,,646000,0.296273,21992869,92729930,,
764118,310021,ST. FRANCIS - TRENTON,601 HAMILTON AVE.,TRENTON,NJ,08629,MERCER,45940,U,STH,1,2,07/01/2017,06/30/2018,701,28,,5602,6300,21194,130,47450,,1078,1055,4141,130,,4320,4462,16924,106,38690,,1078,1055,4141,5297407,3298864,5930581,5930581,47313469,86610493,915057,110325574,402567307,373679004,776246311,11821545,,47313469,601070,,433429,1900,,,14405474,-2512350,3389722,285759,,36668146,,,,,,754254,,,1507177,,6859111,6859111,45034434,36481166,4905682,,,,28994,47187157,,68365701,,1518801,69884502,117071659,-72037225,-72037225,45034434,,2678352,9127482,526629,1144280,0.3877,7270767,1088640,404748412,378032430,782780842,659700108,123080734,133923962,-10843228,4789337,-6053891,,-6053891,0.142127,26774936,232124933,,
764134,390073,ALTOONA REGIONAL HEALTH SYSTEM,620 HOWARD AVENUE,ALTOONA,PA,16601-4889,BLAIR,11020,U,STH,1,2,07/01/2017,06/30/2018,2144.85,27.5,,28485,4201,90497,366,132499,,6120,389,18628,366,,25233,1999,77074,325,117534,,6120,389,18628,4193858,16404275,7811746,16121194,138292006,297315739,18333752,349362199,703551977,978366869,1681918846,35506615,,137860453,2447738,178723,,63085,,122156836,137502813,-90037429,3860729,310011,-132500,175831948,5580848,2963139,139253076,1190072,17682282,45440686,,15551042,150396928,0,,0,326228876,5235025,4568777,,227464,,1353517,11384783,,219997,,,219997,11604780,314604096,314624096,326228876,,12873992,41303915,487186,1833923,0.1354,48268637,1841507,705167439,1022499375,1727666814,1262682180,464984634,435607745,29376889,7023848,36400737,-3404,36404141,0.207716,45931285,278723100,413525,2654833
764135,390079,ROBERT PACKER HOSPITAL,GUTHRIE SQUARE,SAYRE,PA,18840,BRADFORD,99939,R,STH,1,2,07/01/2017,06/30/2018,1372.09,70.8,,25906,6176,61672,250,88131,,5333,1530,14890,250,,21967,5392,51873,212,74261,,5333,1530,14890,967457,24054591,6672920,15003283,83992839,224946464,18006783,246873520,499468379,569066594,1068534973,19900592,,83992839,6886710,,915002,1690333,,,154414993,-113365680,7169475,7000458,19492892,76402471,947484,3900685,161756212,4063681,32810307,83469505,,,96130946,342241747,149166723,491408470,663941887,16990281,7131619,1826953,6057984,,1055956,33062793,,,,140848783,140848783,173911576,490030311,490030311,663941887,,11013205,36684042,797103,957522,0.0803,20290173,6030888,502478008,601297083,1103775091,774599965,329175126,308939303,20235823,44329692,64565515,1050484,63515031,0.231039,23429683,137466169,,
764154,520136,ASCENSION SE WISCONSIN HOSPITAL  INC,5000 WEST CHAMBERS STREET,MILWAUKEE,WI,53210-,MILWAUKEE,33340,U,STH,1,1,07/01/2017,06/30/2018,1446.58,58.81,,11847,8602,53938,327,107355,,2584,1072,13623,336,,9970,5457,34219,239,77915,,2584,1072,13623,7327504,19750316,13296881,14085403,99320073,172453448,42738060,300363083,405569968,603551637,1009121605,27472103,,99320073,7663644,,110902,296079,,,111572054,-56330792,11373186,840782,,115597190,15090000,2152555,184861298,4302323,6999960,54403241,697619,,225376147,,406765,406765,341380102,10605178,10334083,910614,,,5308907,97879133,,,,4734354,4734354,102613487,238766615,238766615,341380102,,5745596,17845907,1036315,2067206,0.3505,18519231,2471611,405569969,603551637,1009121606,669501972,339619634,271773521,67846113,3675104,71521217,83646760,-12125543,0.297648,52389869,294277932,,
764175,160083,MERCY MEDICAL CENTER-DES MOINES,1111 6TH AVENUE,DES MOINES,IA,50314,POLK,19780,U,STH,1,1,07/01/2017,06/30/2018,5338.08,34,,54964,17879,160211,553,201845,,10064,9015,33939,585,,47401,17879,119887,449,163885,,10064,9015,33939,8431272,18221310,12310426,24636505,411469896,583995440,19918766,587788346,1584998629,1208574872,2793573501,49829938,,411529896,4884292,349296,679557,30042143,,,130328391,,20140738,1480987,,214355863,24140099,7300432,427726449,24687635,,362608839,,,356168371,289997158,4080016,294077174,864601408,82540102,19055477,,,,7960804,109556383,,96602787,723538,,97326325,206882708,657718700,657718700,864601408,,28470163,80935401,3034307,5109240,0.1868,28635853,3607430,1584997058,1208574872,2793571930,2173411811,620160119,673063713,-52903594,50522577,-2381017,,-2381017,0.210407,95403449,506930465,,
764179,190064,OUR LADY OF THE LAKE RMC AMENDED,5000 HENNESSY BLVD,BATON ROUGE,LA,70808-4389,,12940,U,STH,1,1,07/01/2017,06/30/2018,4225.05,175.17,,39189,6370,156085,711,260050,,7923,9173,31130,815,,34119,5373,134071,605,221360,,7923,9173,31130,4429312,91076296,25496734,28266564,239258356,987005585,49583043,752885156,1484263570,1786479342,3270742912,55320905,,239258356,18053617,102888,403894,125098219,,,273362424,-178049158,18360188,8820384,42254644,289846701,77604166,22470958,814311037,6750580,119315468,273321880,2361775,,742666982,899221571,106952357,1006173928,2038687611,62029566,37344293,,7027502,,37258094,156786209,15373543,449194641,312124924,555768,777248876,934035085,1104652526,1104652526,2038687611,,16728934,54742916,4410014,4140008,0.2317,59091212,8963142,1480950196,1715972549,3196922745,2220701770,976220975,1226263941,-250042966,362664426,112621460,19577414,93044046,0.230188,195223726,860138476,,
764184,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,02215,SUFFOLK,14454,U,STH,1,2,10/01/2016,09/30/2017,8110.77,551.47,,71999,43898,212516,661,241211,,11931,2650,39878,686,,61748,43898,161662,537,195951,,11931,2650,39878,7029373,27475491,17606323,32955171,648742743,1009643907,82670618,1091594796,1281671891,1491505579,2773177470,109603512,,653819953,8675955,,8361851,17728000,516408000,,173453000,,,,80862000,788451000,24282879,5238237,1166953296,94915788,106841258,988571349,17678166,,539403000,267130000,62686000,329816000,1657670000,200438000,,,24195000,,31400000,256033000,253168000,,,188934000,442102000,698135000,959535000,959535000,1657670000,,,163027463,11721000,5518480,0.1354,39843647,55399829,1240039150,1543724394,2783763544,1447937772,1335825772,1658386650,-322560878,360025878,37465000,,37465000,0.393626,183583322,505383714,,
764190,240080,UNIVERSITY OF MINNESOTA MEDICAL CTR,2450 RIVERSIDE AVENUE,MINNEAPOLIS,MN,55426,,33460,U,STH,1,1,01/01/2017,12/31/2017,5344.29,371.15,,45453,15036,172162,598,218270,,7236,1696,26351,829,,30848,8433,99141,358,130670,,7236,1696,26351,6987027,17307287,12496446,67280200,484946140,1088181388,39792654,1285639028,2533463082,1537844485,4071307567,106504816,,484946140,28842115,,32744,278864783,,118014,285459382,-31079813,31963539,4331691,,580437508,4102521,23947648,631361790,5886376,,310909611,,,402090173,797365997,12147927,809513924,1792041605,132277781,91554327,7422191,,,17290932,248545231,639913026,,,63512637,703425663,951970894,840070711,840070711,1792041605,,72096908,27074097,17305826,5280856,0.213,20446268,23894956,2585258085,1527573445,4112831530,2614068267,1498763263,1573127528,-74364265,54460593,-19903672,-67806873,47903201,0.31578,254010411,977877524,,
764204,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,35004,U,STH,1,2,01/01/2017,12/31/2017,2932,54.16,,45978,4312,103344,350,127750,,7265,654,19041,406,,42421,3499,90310,322,117530,,7265,654,19041,2884130,17944338,6607450,12787410,259737887,263832231,21592150,385797522,1163222199,793900899,1957123098,49699797,,259737887,1107356,721675,855533,20104751,160930067,,110806716,-40132000,,,14455899,294133383,32149311,11754496,364680846,,47359896,154916412,1173751,,336397140,6119775,61694337,67814112,698344635,21350305,30571041,,47000000,15708550,67302063,181931959,84370700,1820816,,157355691,243547207,425479166,272865469,272865469,698344635,,58799315,19441575,2497299,1402468,0.0717,26418986,6993953,1141263295,815859804,1957123099,1505633413,451489686,523570118,-72080432,16507050,-55573382,-8218911,-47354471,0.197125,57512930,323109145,,
764209,330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL,75 BEEKMAN STREET,PLATTSBURGH,NY,12901,CLINTON,99933,R,STH,1,2,10/01/2016,09/30/2017,1997.35,3.25,,25309,2051,49524,300,109500,,4067,282,8970,354,,24268,1876,45022,279,101835,,4067,282,8970,2995070,11000660,6367381,22216875,158026345,165262723,16088601,268888732,362780022,531844639,894624661,38903890,,158026345,821879,,194855,13523750,12107516,,52437095,-11460000,5425792,2144740,2725972,76904865,3280000,7563233,191485583,4804801,4934497,172964520,,,103789516,27678094,10835205,38513299,219207680,7703751,13783711,558482,11342594,1250000,2469653,37108191,50018185,,,81580582,131598767,168706958,23108277,50500722,219207680,,,33744593,3324569,991248,0.1175,7950547,199228,285133279,692432634,977565913,665856979,311708934,321988632,-10279698,19610752,9331054,779342,8551712,0.30056,25506126,143267755,,
764216,370056,COMANCHE COUNTY MEMORIAL HOSPITAL,3401 W GORE,LAWTON,OK,73502-,,30020,U,STH,1,9,07/01/2017,06/30/2018,1512.27,25.47,,19237,8988,41542,189,68985,,3649,1584,8865,249,,10993,4226,23874,139,50735,,3649,1584,8865,876044,44935079,10744138,10744138,105093469,148340911,10826700,160412256,329494394,416790785,746285179,9384181,17723,105093469,4116290,,381039,7494056,,,150668485,-115676121,5705803,5672488,16133548,75820473,2935118,8793216,143086242,,15649208,124013114,,,88566462,40582036,,48603349,212990284,17972522,33737053,,,,1801293,56166079,,76479338,,,76479338,132645417,80344867,80344867,212990284,,7566232,24307250,2660150,1024732,0.1286,2586347,704308,354811737,556932912,911744649,661204556,250540093,253434380,-2894287,3961903,1067616,,1067616,0.214948,10717463,80678901,,
764247,080004,KENT GENERAL HOSPITAL,640 SOUTH STATE STREET,DOVER,DE,19901,KENT,20100,U,STH,1,2,07/01/2017,06/30/2018,2189.2,,,32955,17866,72868,281,102565,,6274,3070,14463,281,,19037,9224,40895,189,68985,,6274,3070,14463,9011012,25828301,17192658,17192658,157283037,233204190,28636594,336930861,507994162,556917057,1064911219,37711095,,122818353,1839116,,,29188522,,,66719865,,14044771,13267025,5089150,128628438,29263410,3676586,271316592,6731210,63001850,495292463,,,504999882,353144569,227738782,580883351,1214511671,53045864,46702757,,,,22422643,122171264,,189468981,,57504553,246973534,369144798,845366873,845366873,1214511671,,13854766,45725538,2888833,2027221,0.1361,,,536045081,648943633,1184988714,752247631,432741083,411043094,21697989,57772485,79470474,13741818,65728656,0.316393,77215887,220616821,,
764271,190002,LAFAYETTE GENERAL MEDICAL CENTER,1214 COOLIDGE AVENUE,LAFAYETTE,LA,70570-,,29180,U,STH,1,2,10/01/2016,09/30/2017,1999,19.59,24288,42727,1537,105729,359,131035,4942,8559,214,21291,395,15314,37226,1183,80752,288,105120,4942,8559,214,21291,982761,54922374,10903804,39704174,117670495,314916578,18187868,355018264,1223326894,897988271,2121315165,19813197,,117670495,10627478,,,13368097,,,68101666,,12806419,,10661185,397488557,,,23318767,,,,,,23318767,5542591,12580278,18122869,438930193,20921504,6030057,,,,1558770,28510331,,,,6125250,6125250,34635581,404294612,404294612,438930193,,,75636824,4388184,4341554,0.2296,13804454,2228563,1223322941,902837326,2126160267,1661122254,465038013,432587073,32450940,11765786,44216726,,44216726,0.167358,41759458,421610129,,
764285,310027,TRINITAS HOSPITAL,225 WILLIAMSON STREET,ELIZABETH,NJ,07201,UNION,35084,U,STH,1,1,01/01/2017,12/31/2017,1929.97,54.97,,15221,9007,55213,220,80300,,2579,2020,11698,442,,12820,6171,43647,195,71175,,2579,2020,11698,26114810,17756777,29391535,29391535,129121920,155104535,10044803,235467943,764227369,638308637,1402536006,29614201,,129121920,567425,100095,863420,132741105,,,27697494,,1849823,4114351,4789990,173930276,1589358,4585528,176508154,,61504764,94625411,,,86120548,142969698,15610704,158580402,418631226,24496220,5994526,,7306000,7330546,13071014,58198306,95220237,,,67996730,163216967,221415273,184428392,197215953,418631226,,18456960,5602959,34948,1960883,0.326,11880891,2321157,777007264,694679096,1471686360,1242471489,229214871,291642839,-62427968,71999465,9571497,,9571497,0.167887,39273896,290492271,,
764290,330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVE,ROCKVILLE CENTRE,NY,11570,NASSAU,35004,U,STH,1,1,01/01/2017,12/31/2017,1212.32,4.23,,18444,1031,48280,299,109135,,2989,564,8673,375,,17016,381,40931,266,97090,,2989,564,8673,8304185,1301567,8613088,21522824,104452779,123700129,8754113,202194887,620645078,367523338,988168416,25650449,,104452779,73837,85740,111594,2685000,4698000,,30693000,-4533000,2831000,2266000,6565000,47526000,7712000,4851000,142057000,397000,50902000,112909000,,,102811000,,71729000,71729000,222066000,14858000,8015000,,1980000,,21074000,45927000,45780000,,,94627000,140407000,186334000,33649000,35732000,222066000,,19817115,7053606,821316,978767,0.1457,9453132,61856,620403199,369925217,990328416,779115560,211212856,228152908,-16940052,14909302,-2030750,-137750,-1893000,0.204616,29974992,226517577,189260,1744453
764304,440156,PARKRIDGE MEDICAL CENTER,2333 MCCALLIE AVENUE,CHATTANOOGA,TN,37404-,HAMILTON,16860,U,STH,1,4,04/01/2017,03/31/2018,1404.47,,,22538,20655,96972,336,144692,,4635,2019,16899,408,,18753,20655,80387,281,124617,,4635,2019,16899,17774539,33626524,22682769,22682769,91072392,158999821,11744990,239249596,1076593354,798670781,1875264135,21587644,,91072392,2292945,,,55549,,,81552014,-34119730,9401517,1268443,,58390933,10331323,6860125,45967156,44838390,53572898,127109044,10380303,,92712250,,12200635,12200635,163303818,10341958,7010639,1271147,1056060,,,19679804,,1759147,-310676502,189679,-308727676,-289047872,452351690,452351690,163303818,,20214974,21386832,625010,3810726,0.3664,,,1076593102,797615584,1874208686,1558644896,315563790,250025661,65538129,839471,66377600,,66377600,0.127582,41656891,333486856,,
764313,500027,SWEDISH MEDICAL CENTER,747 BROADWAY,SEATTLE,WA,98122-4307,KING,42644,U,STH,1,2,01/01/2017,12/31/2017,4316.21,86.87,,35213,13390,177762,679,247475,,7344,1634,36912,701,,33209,11187,129134,541,197105,,7344,1634,36912,17371227,24609624,23606859,59007600,409509062,576207263,57825136,1011530252,2433692677,1830637950,4264330627,110559160,,409509062,13423741,700448,1474066,28804349,,,210385103,-31262433,19840703,3337658,,809169633,130990502,,244901637,70691685,11196093,204605198,,,534676674,113303879,,113303879,1457150186,22592970,35234422,,1144972,4750125,5983610,109076619,,,,559107414,559107414,668184033,788966153,788966153,1457150186,,64413521,20697908,8747623,4696023,0.2207,53762198,5415130,2433736954,1922006493,4355743447,3030279244,1325464203,1404572278,-79108075,98791866,19683791,,19683791,0.237207,122252803,691606282,,
764326,100314,WEST KENDALL BAPTIST HOSPITAL,9555 S.W. 162 AVENUE,MIAMI,FL,33196,MIAMI-DADE,33124,U,STH,1,2,10/01/2016,09/30/2017,1036.91,11.09,,7880,2432,36874,133,48545,,1691,212,8504,133,,7331,576,32566,121,44165,,1691,212,8504,11213524,64647201,23994852,33018540,71212469,131406156,14380340,187781797,455922273,498545397,954467670,16566029,,71212469,319721,,158339,4800,,,39046587,-15742351,,,6707778,30016814,18721987,2241714,173666622,12114947,2757277,32911442,,3422845,177047997,,1325410,1325410,208390221,,11562755,,2231418,,15991802,29785975,,104696660,116865477,10684913,232247050,262033025,-53642804,-53642804,208390221,,,12981960,849337,1037908,0.3198,16444064,700182,455922299,498545794,954468093,744155492,210312601,202618625,7693976,5113385,12807361,2335953,10471408,0.19674,17210621,133345071,,
764330,120001,THE QUEENS MEDICAL CENTER,1301 PUNCHBOWL STREET,HONOLULU,HI,96813,HONOLULU,46520,U,STH,1,2,07/01/2017,06/30/2018,3940.6,102.22,,41843,1798,179592,615,231885,,6314,261,28110,615,,38188,1397,161107,557,210715,,6314,261,28110,3219913,41492327,15298207,19954409,416618289,685443802,42735806,809105503,1754643099,1066885501,2821528600,95770097,,411234028,10402067,,,23978287,780498996,,372509083,-194924775,14988746,9056973,,1174958388,36716768,15779952,278045285,335848551,14156221,252392040,,,358035631,,80103362,80103362,1613097381,46681382,56210687,,,,97207457,200099526,,257601505,,284621173,542222678,742322204,870775177,870775177,1613097381,,21218810,47648038,10126632,3570746,0.2074,61200258,5377055,1809310638,1139854655,2949165293,1889149043,1060016250,1102062091,-42045841,111543808,69497967,,69497967,0.286761,143186756,630978165,,
764347,370001,HILLCREST MEDICAL CENTER,1120 SOUTH UTICA,TULSA,OK,74104,TULSA,46140,R,STH,1,4,07/01/2017,06/30/2018,2097.93,64.89,,41741,34493,125339,451,164615,,7517,5938,23709,483,,32399,18612,89586,322,117530,,7517,5938,23709,18677817,42560116,25759848,25759848,125282035,383660052,12448884,393826755,1579691986,948282947,2527974933,28670373,,127582896,10726343,,,9183730,,,136469434,-68631375,14232543,9395685,8947204,101377956,,,,2503882,,71024022,2618507,,37318455,,42249,42249,138738660,20724259,8032343,308982,2478,,3383684,32451746,,876631,,60862749,61739380,94191126,44547534,44547534,138738660,,17535296,57016988,4531014,3602739,0.1933,29843528,4903453,1579697152,948935447,2528632599,2007501553,521131046,508942087,12188959,6784802,18973761,,18973761,0.155787,40864086,385493758,,
764379,090004,GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR ROAD  NW,WASHINGTON,DC,20007,DC,47894,U,STH,1,2,07/01/2017,06/30/2018,3251.89,287.92,,44337,9418,118631,396,144540,,5281,799,15609,396,,40290,6725,94272,289,105485,,5281,799,15609,4359524,20200568,8948743,9741864,255082693,528537184,34825909,606999317,1597833942,1201450204,2799284146,55845941,,255231357,14672744,156909,6808484,7548976,,,350737248,-200919769,13526671,6652594,,188058825,,2775780,229644635,2174994,55619787,295639368,,,230759257,,86426446,86426446,505244528,34335128,20136575,519,,,9572593,64044815,,,,8536225,8536225,72581040,432663488,432663488,505244528,,15784092,51239682,15988471,1928609,0.1151,5372319,20683738,1597833943,1215019899,2812853842,1950522593,862331249,783619877,78711372,25619581,104330953,,104330953,0.216841,78722344,310969243,,
764388,150088,ST. VINCENT ANDERSON,2015 JACKSON STREET,ANDERSON,IN,46016,,26900,U,STH,1,1,07/01/2017,06/30/2018,725.2,,,10008,1922,26611,141,51465,,1931,171,5154,154,,5626,936,19274,120,43800,,1931,171,5154,10585584,4378118,11756667,21901734,50735696,140107886,2550808,162232951,214451942,457729309,672181251,14823795,,50735696,5858009,,,28062,,,70542818,-43688311,3155561,330229,3494719,33863078,5292602,1539559,101222568,,,53423826,,,51834523,,255028,255028,85952629,8034128,4587623,490463,205578,,23322582,36640374,14424778,,,637780,15062558,51702932,34249697,34249697,85952629,,4233119,12653074,1197373,788163,0.1867,,,214033692,469581193,683614885,487153216,196461669,190843582,5618087,4746255,10364342,20837,10343505,0.241353,23461475,139242282,,
764389,150112,COLUMBUS REGIONAL HOSPITAL,2400 EAST 17TH STREET,COLUMBUS,IN,47201-,BARTHOLOMEW,18020,U,STH,1,8,01/01/2017,12/31/2017,1292,,,13192,7843,33207,214,78110,,3736,1672,8865,232,,11872,5646,26577,197,71905,,3736,1672,8865,3821136,11744168,8000470,19056257,80218479,173785175,19052002,226894656,247752214,389021417,636773631,24069501,61431,79730916,13214928,,,17813668,,,71300187,-38772918,4397515,4183746,,69227230,2421066,20075468,202598705,,9435554,150620488,,,135474822,1208834,210758510,211967344,416669396,15059159,9466817,901828,6090000,,7283256,38801060,55875000,,,883290,56758290,95559350,321110046,321110046,416669396,,23063437,8364149,584522,1083466,0.1379,,,246430533,392128873,638559406,360077634,278481772,260622624,17859148,23572066,41431214,1889472,39541742,0.356319,13120773,97954977,,
