"rpt_rec_num","Provider CCN","Hospital Name","Street Address","City","State Code","Zip Code","County","Medicare CBSA Number","Rural Versus Urban","CCN Facility Type","Provider Type","Type of Control","Fiscal Year Begin Date","Fiscal Year End Date","FTE - Employees on Payroll","Number of Interns and Residents (FTE)","Total Days Title V","Total Days Title XVIII","Total Days Title XIX","Total Days (V + XVIII + XIX + Unknown)","Number of Beds","Total Bed Days Available","Total Discharges Title V","Total Discharges Title XVIII","Total Discharges Title XIX","Total Discharges (V + XVIII + XIX + Unknown)","Number of Beds + Total for all Subproviders","Hospital Total Days Title V For Adults & Peds","Hospital Total Days Title XVIII For Adults & Peds","Hospital Total Days Title XIX For Adults & Peds","Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds","Hospital Number of Beds For Adults & Peds","Hospital Total Bed Days Available For Adults & Peds","Hospital Total Discharges Title V For Adults & Peds","Hospital Total Discharges Title XVIII For Adults & Peds","Hospital Total Discharges Title XIX For Adults & Peds","Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds","Cost of Charity Care","Total Bad Debt Expense","Cost of Uncompensated Care","Total Unreimbursed and Uncompensated Care","Total Salaries From Worksheet A","Overhead Non-Salary Costs","Depreciation Cost","Total Costs","Inpatient Total Charges","Outpatient Total Charges","Combined Outpatient + Inpatient Total Charges","Wage-Related Costs (Core)","Wage-Related Costs (RHC/FQHC)","Total Salaries (adjusted)","Contract Labor: Direct Patient Care","Wage Related Costs for Part - A Teaching Physicians","Wage Related Costs for Interns and Residents","Cash on Hand and in Banks","Temporary Investments","Notes Receivable","Accounts Receivable","Less: Allowances for Uncollectible Notes and Accounts Receivable","Inventory","Prepaid Expenses","Other Current Assets","Total Current Assets","Land","Land Improvements","Buildings","Leasehold Improvements","Fixed Equipment","Major Movable Equipment","Minor Equipment Depreciable","Health Information Technology Designated Assets","Total Fixed Assets","Investments","Other Assets","Total Other Assets","Total Assets","Accounts Payable","Salaries, Wages, and Fees Payable","Payroll Taxes Payable","Notes and Loans Payable (Short Term)","Deferred Income","Other Current Liabilities","Total Current Liabilities","Mortgage Payable","Notes Payable","Unsecured Loans","Other Long Term Liabilities","Total Long Term Liabilities","Total Liabilities","General Fund Balance","Total Fund Balances","Total Liabilities and Fund Balances","DRG Amounts Other Than Outlier Payments","DRG Amounts Before October 1","DRG Amounts After October 1","Outlier Payments For Discharges","Disproportionate Share Adjustment","Allowable DSH Percentage","Managed Care Simulated Payments","Total IME Payment","Inpatient Revenue","Outpatient Revenue","Total Patient Revenue","Less Contractual Allowance and Discounts on Patients' Accounts","Net Patient Revenue","Less Total Operating Expense","Net Income from Service to Patients","Total Other Income","Total Income","Total Other Expenses","Net Income","Cost To Charge Ratio","Net Revenue from Medicaid","Medicaid Charges","Net Revenue from Stand-Alone CHIP","Stand-Alone CHIP Charges"
625019,330014,JAMAICA HOSPITAL MEDICAL CENTER,8900 VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,QUEENS,35644,U,STH,1,2,01/01/2011,12/31/2011,2942.87,177.67,,19447,22345,102253,320,114699,,3585,2857,21103,627,,16974,18991,81930,275,98274,,3585,2857,21103,35335356,26856414,46290589,46290589,220657528,228104158,17040484,345808769,517274433,327337898,844612331,56332300,,220657528,1568097,2524202,3370997,2918000,,,51073000,,4048000,8284000,4212000,115881000,1601466,1992522,143888314,,39744382,107925362,,,98451000,43151000,61389000,104540000,318872000,49839000,35944000,,,,31197000,123005000,,,,286093000,286093000,409098000,-90226000,-90226000,318872000,30748436,,,533813,14971413,0.4869,19686046,12716248,517550112,327417542,844967654,429460684,415506970,448761686,-33254716,33976460,721744,,721744,0.409429,148170870,373503000,,
625025,330232,SETON HEALTH,1300 MASSACHUSETTS AVE,TROY,NY,12180,RENSSELAER,10580,U,STH,1,1,01/01/2011,12/31/2011,1121.7,,,13740,8015,36071,175,63693,,2280,1555,6605,175,,12900,7264,33043,163,59313,,2280,1555,6605,14089346,6263711,15911623,19755369,64798551,61817356,2429391,108361934,145015880,225141169,370157049,11557679,,64798551,440301,,,9226000,30809000,,20086000,-10217000,1585000,656000,623000,55295000,450000,853000,32974000,4886000,6116000,20694000,,,16580000,25715000,6619000,32334000,104209000,7609000,5324000,,395000,,4492000,17820000,,33071000,,10563000,43634000,61454000,42126000,42755000,104209000,14738816,,,179671,2064908,0.1401,6825512,,148093123,271960320,420053443,293363847,126689596,126833960,-144364,2732364,2588000,-787000,3375000,0.292746,16569242,69729349,,
625032,350002,ST ALEXIUS MEDICAL CENTER,900 EAST BROADWAY AVENUE,BISMARCK,ND,58506-5510,BURLEIGH,13900,U,STH,1,1,07/01/2011,06/30/2012,1865.86,6.09,,18817,5742,43656,213,77958,,3936,716,9507,268,,17526,3364,35210,175,64050,,3936,716,9507,1299537,9313252,4637207,5195908,122856848,153582811,14754258,163684039,290621010,153001465,443622475,14632870,,122856848,,,,44483836,,,36702188,,3810148,8529365,,130121141,12374149,,188271475,,,102127336,,,126079331,20084460,-3714590,16369870,272570342,21876533,12213615,435932,15531157,,1045952,51103189,,,,61284896,61284896,112388085,160182257,160182257,272570342,41405303,,,538621,1602385,0.0387,2317799,584621,296978674,222713367,519692041,276777257,242914784,246957556,-4042772,13929658,9886886,,9886886,0.368971,9504473,27273617,3684,4977
625046,390132,ST. JOSEPH HOSPITAL,16TH STREEET AND GIRARD AVENUE,PHILADELPHIA,PA,19130,PHILADELPIHA,37964,U,STH,1,2,07/01/2011,06/30/2012,462,13,,7824,5941,29170,121,44286,,1000,1008,4863,172,,6757,5496,26657,110,40260,,1000,1008,4863,6047239,5953883,7573267,7969095,52041052,45333069,2794724,71739196,190980956,69975301,260956257,9866259,,52041052,7237,78501,170417,899373,,,10004113,-1275000,1391297,456819,2163943,15065675,1654884,,64378400,,,21934691,,,20434557,,12108900,12108900,47609132,9322117,,,7761297,,10822273,27905687,22055234,,,6050926,28106160,56011847,-8402715,-8402715,47609132,8405993,,,203110,4430799,0.5271,3637057,543864,190980914,69975301,260956215,166590164,94366051,97374121,-3008070,1263480,-1744590,,-1744590,0.274909,25673517,122577241,,
625050,390196,AMERICAN ONCOLOGIC HOSPITAL,7701 BURHOLME AVENUE,PHILADELPHIA,PA,19111,PHILADELPHIA,37964,U,STH,3,2,07/01/2011,06/30/2012,897,31.17,,8187,146,22850,100,36600,,1709,38,5123,100,,7484,145,21035,92,33672,,1709,38,5123,,,-63948,-63948,55924048,166458872,13775528,205360929,160821971,397652168,558474139,,,,,,,5882050,92960,,36751061,-4741916,3659197,4697269,767067,49726522,350000,1378779,178832815,,,58899182,,,135709991,7229894,2021869,18415200,203851713,16129798,,,1924440,,13418156,32049544,114930467,,1070048,17786803,133787318,165836862,50708172,38014851,203851713,,,,,,,,,160821972,397652169,558474141,316350768,242123373,222382920,19740453,2867303,22607756,,22607756,0.367718,,,,
625094,490117,CARILION TAZEWELL COMMUNITY HOSPITAL,141 BEN BOLT AVENUE,TAZEWELL,VA,24651,TAZEWELL,99949,R,STH,1,2,10/01/2010,09/30/2011,73.08,,,1183,147,1740,56,20440,,404,89,634,56,,1155,142,1683,52,18980,,404,89,634,368064,1102858,808676,1566416,3255927,8073380,772053,10454964,6122727,19092568,25215295,780931,,3255927,237601,,,29931,,,4857630,-3982617,6040,56992,,2741009,48753,264317,4773897,,2067686,5708159,,,2865502,,,,5606511,403292,272037,-153651,,15667,101896,12814617,,213048,,48066,261114,13075731,-7469220,-7469220,5606511,1768136,,,,152237,0.0861,,,6412361,19092587,25504948,17636137,7868811,11329307,-3460496,1886347,-1574149,,-1574149,0.414628,986583,4194445,,
625241,390119,MOSES TAYLOR HOSPITAL,700 QUINCY AVENUE,SCRANTON,PA,18510-1798,LACKAWANNA,42540,U,STH,1,2,07/01/2011,12/31/2011,931.65,8.6,,7642,5690,25126,178,32752,,1450,1442,6498,200,,6884,3364,18678,146,26864,,1450,1442,6498,114882,6674222,1259932,2511304,24480679,36605885,2394339,55049445,144702736,160733188,305435924,8607425,,25173040,412558,,99048,1382041,1928340,,24523076,-8056449,3567314,294744,1491172,25698394,1773941,1873648,66921444,,829964,23440661,,,24455177,,18442999,18442999,68596570,3885423,3653169,,,,9371539,16910131,,,,47519460,47519460,64429591,4166979,4166979,68596570,9562979,,,219321,1420102,0.1485,3210997,334831,144702736,160733188,305435924,233041560,72394364,61086564,11307800,2654635,13962435,6674222,7288213,0.180232,7165877,46702303,,
625262,440181,BOLIVAR GENERAL HOSPITAL,650 NUCKOLLS ROAD,BOLIVAR,TN,38008-,HARDEMAN,99944,R,STH,1,11,07/01/2011,06/30/2012,64.75,,,644,1,796,33,12078,,202,1,288,33,,520,1,672,33,12078,,202,1,288,104446,1878281,635097,808776,2914270,3907025,384726,6188547,1930330,17838419,19768749,881093,,2914270,,,,1051850,,,3407843,-2542236,181309,,,2099013,37871,178107,2707523,,1354430,4096736,,,3266750,,5638016,5638016,11003779,47308,80,,,,-6279372,-6231984,,,,,,-6231984,17235763,17235763,11003779,935655,,,,132395,0.1415,,,1930330,20536169,22466499,15528817,6937682,6821294,116388,661881,778269,,778269,0.313047,1118991,4969880,,
625366,140208,ADVOCATE CHRIST HOSPITAL,4440 WEST 95TH STREET,OAK LAWN,IL,60453-,COOK,29404,U,STH,1,1,01/01/2011,12/31/2011,4554,214.23,,69605,43734,194854,591,215715,,12815,7030,38403,674,,57718,27262,143199,475,173375,,12815,7030,38403,19718681,43565330,31354660,63765303,312823235,501849838,26679737,702833048,1790621152,615760106,2406381258,75584998,,312823235,,,2934619,163733000,64573000,,373497000,,,,169155000,807854000,97005000,,1771448000,,,1013835000,,,1213939000,3266326000,132449000,3398775000,5420568000,157906000,270822000,,301284000,,290972000,1020984000,966446000,,,826415000,1792861000,2813845000,2606723000,2606723000,5420568000,127920213,,,7107019,17179685,0.1343,23230594,27593940,1780736243,635848671,2416584914,1545102653,871482261,814673073,56809188,14186083,70995271,214671,70780600,0.292071,105403329,471850925,,
625489,360163,THE CHRIST HOSPITAL,2139 AUBURN AVENUE,CINCINNATI,OH,45219,HAMILTON,17140,U,STH,1,2,07/01/2011,06/30/2012,3023.34,74.81,,37320,5478,97854,389,139690,,7486,808,25411,455,,32047,4171,79331,326,117608,,7486,808,25411,69156467,7577870,70848699,81982712,195152916,342894873,34857515,471517848,976796440,773689011,1750485451,42472271,,195152916,2348689,,870567,199410483,,,190913073,-124150590,8579866,8997888,265898376,694052400,12163460,2508632,142978365,2585795,307485107,128623488,45339849,75276448,254420666,,3683591,3683591,952156657,18713812,22040254,428875,2701905,,1153873,46249719,366506097,-383890,,136678984,502801191,549050910,403105747,403105747,952156657,70021529,,,5790639,3438057,0.0491,31571655,9817661,988832732,806580913,1795413645,1225638451,569775194,545625659,24149535,26635977,50785512,,50785512,0.269364,26433594,129874165,,
625522,450035,ST JOSEPH MEDICAL CENTER,1401 ST. JOSEPH PARKWAY,HOUSTON,TX,77002,HARRIS,26420,U,STH,1,4,10/01/2010,10/31/2011,1351.84,46.62,,11064,15641,69726,290,114840,,2046,5586,18924,434,,9023,7025,44364,231,91476,,2046,5586,18924,6543101,9499732,8285241,15725226,92389819,164758498,11929636,219669674,655082770,384057694,1039140464,21627405,,92389819,4269984,,,543668,,,38507782,,4774135,662408,,57125515,,,160436781,,,,,,160436781,,11488132,11488132,229050428,11841159,7460685,623110,,,8181015,28105969,,133657770,,67286689,200944459,229050428,,,229050428,16557071,,,273709,7449026,0.4499,13790291,2238877,655082771,384057969,1039140740,800283490,238857250,257148317,-18291067,4558412,-13732655,,-13732655,0.211396,20465160,132004130,,
625816,370166,WAGONER HOSPITAL AUTHORITY,1200 WEST CHEROKEE,WAGONER,OK,74467-,WAGONER,46140,U,STH,1,2,10/01/2010,09/30/2011,153.32,,,3755,3202,12408,100,36500,,796,775,3021,100,,3595,3202,12113,94,34310,,796,775,3021,167676,3439987,1323514,2318702,6829522,7848047,627924,12100674,19089846,15844394,34934240,1346754,,6637176,353486,,,1707656,,,5139419,-3365090,302752,96894,,3876631,195590,,5050930,,6752780,2545756,,,3327273,,8481,8481,7212385,351749,317728,88735,257067,,190251,1205530,,2738253,,,2738253,3943783,3268602,3268602,7212385,3487111,,,5850,968022,0.2776,,,19491432,17044507,36535939,20623954,15911985,14677569,1234416,220723,1455139,,1455139,0.346384,1985236,8604392,,
625876,470011,BRATTLEBORO MEMORIAL HOSPITAL,17 BELMONT AVE,BRATTLEBORO,VT,05301-,WINDHAM,99947,R,STH,1,2,10/01/2010,09/30/2011,378.6,,,3810,1241,7503,47,17155,,756,317,1667,47,,3229,738,5681,42,15330,,756,317,1667,807663,2899707,2197044,4078120,24704264,35165182,3266365,47383074,25186299,72173226,97359525,6015171,,24704264,278854,,,1042215,,,13152024,-8830483,1532236,366620,405014,8385145,45499,1642372,31185921,,704133,17515154,,,22390992,,26630637,26630637,57406774,1055899,3128909,,405000,,8377902,12967710,,9845000,,975968,10820968,23788678,33161989,33618096,57406774,4706413,,,484796,400045,0.085,,,25795465,79934822,105730287,47912197,57818090,59869446,-2051356,1397881,-653475,96772,-750247,0.486681,5351200,14860403,,
626007,110074,ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,GA,30306-,CLARKE,12020,U,STH,1,8,10/01/2010,09/30/2011,2626.45,,,34109,7876,84216,358,130670,,6965,1871,17947,358,,30188,5836,66976,312,113880,,6965,1871,17947,87390769,61523583,103941565,103941565,140444528,209662179,25877346,314832290,576637107,575923782,1152560889,39515578,,140444528,227777,,,6090,,,163291852,-80072062,4138036,314981,,87678897,7702124,6816841,337749499,8301399,225916990,,,,263851993,285917,37372769,37658686,389189576,16339034,12517585,213883,,,7100301,36170803,,8510756,,227639761,236150517,272321320,116868256,116868256,389189576,57733870,,,1627766,8810189,0.1526,,,592457997,582940014,1175398011,822878161,352519850,350106707,2413143,5282092,7695235,,7695235,0.273159,18987478,72186754,,
626083,340028,CAPE FEAR VALLEY MEDICAL CENTER,1638 OWEN DRIVE,FAYETTEVILLE,NC,28302-,CUMBERLAND,22180,U,STH,1,9,10/01/2010,09/30/2011,3592.51,20.5,,72793,47732,184086,506,184690,,11187,10520,32332,584,,65856,28136,146139,412,150380,,11187,10520,32332,123038364,82269000,142969517,142969517,224416675,215297350,43110370,476982850,1187294350,718403815,1905698165,37133726,103347,224441726,15797487,,,60324000,19893000,,95918000,,8807000,5586000,21141000,221772000,19617000,10458000,382810000,9153000,242945000,,,,311647000,254940000,64307000,319247000,852666000,24202000,24596000,,6160000,,16601000,124926000,,280222000,45827000,46185000,372234000,497160000,355506000,355506000,852666000,89149845,,,3562072,22153736,0.2485,13888626,2339282,1234481891,786135878,2020617769,1458944645,561673124,556844953,4828171,28211488,33039659,19418656,13621003,0.250293,65534263,377869803,1346,1892
626251,010007,MIZELL MEMORIAL HOSPITAL,702 MAIN STREET,OPP,AL,36462-,COVINGTON,99901,U,STH,1,9,10/01/2010,09/30/2011,158.45,,,4879,773,7451,78,28470,,970,253,1692,90,,3949,773,6209,73,26645,,970,253,1692,71861,,31647,31647,6978432,9708197,596045,13787870,21453957,22334900,43788857,1007638,,6978432,6717,,,1518543,1625298,68000,4019124,-1539318,853046,189766,362954,7208518,295767,,15312340,,,12092475,,,7702909,,,,14911427,397124,336048,115504,905541,,751318,2505535,,7730386,,,7730386,10235921,4675506,4675506,14911427,4046846,,,8276,187774,0.0464,75563,,20972823,22958938,43931761,30754356,13177405,16686630,-3509225,3429676,-79549,-1,-79548,0.314872,,,,
626477,050224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,CA,92658-6100,ORANGE  CALIFORNIA,31084,U,STH,1,2,10/01/2010,09/30/2011,4193.64,,,37640,4579,128044,354,129210,,7081,761,26517,354,,32937,3215,97855,278,101470,,7081,761,26517,6746785,30737994,16752242,29628028,303852380,507683265,16249779,644218069,1069848201,860917865,1930766066,83104645,,303852380,291916,,,88265000,,,83627000,,,,270828000,462775000,77331000,,858496000,,,414130000,,,856774000,708435000,75488000,783923000,2103472000,38193000,88530000,,,,89571000,216294000,,549393000,,44692000,594085000,810379000,1293093000,1293093000,2103472000,76732848,,,8604150,2271292,0.0296,,,1069853035,860963958,1930816993,1153093729,777723264,846013002,-68289738,64469496,-3820242,,-3820242,0.333659,24853073,77792786,,
626527,321306,LINCOLN COUNTY MEDICAL CENTER,211 SUDDERTH,RUIDOSO,NM,88345,LINCOLN,99932,R,CAH,1,2,01/01/2011,12/31/2011,204,,,1333,379,3980,25,9125,,385,233,1295,25,,1076,201,2891,21,7665,,385,233,1295,1068104,2485582,2154214,7823049,15417190,17140006,1149352,26420405,16261616,43325094,59586710,,,,,,,2097,,,12471460,-8038898,264825,132078,26457,6513526,32517,19913,1115876,33589,10062505,,,,3009994,,,20182191,29705711,445068,1289776,,,,99186,1834030,,,,,,1834030,27871681,27871681,29705711,,,,,,,,,17500543,51142953,68643496,34398263,34245233,32557196,1688037,914762,2602799,,2602799,0.443394,3766434,21506270,14285,42637
626592,370013,MERCY HEALTH CENTER,4300 WEST MEMORIAL ROAD,OKLAHOMA CITY,OK,73120-8304,OKLAHOMA,36420,U,STH,1,1,07/01/2011,06/30/2012,1818.23,,,31674,16082,85748,308,112728,,5630,2191,16758,344,,27332,7545,62125,244,89304,,5630,2191,16758,25158310,24571440,31827762,31827762,104855677,207577644,9675234,275435649,509355125,478035674,987390799,22813667,,104855677,968855,,,47340698,,,124146297,-76572607,5998423,290133,,144658747,20529809,,167565363,,,152116365,,,101784005,-14832061,192529,-14639532,231803220,10513400,8267107,2535949,,,525994,21842450,,,,1614428,1614428,23456878,208346342,208346342,231803220,45265412,,,6291678,3480910,0.0769,,,513430233,501104475,1014534708,669654305,344880403,312433321,32447082,14140745,46587827,,46587827,0.278953,18095577,84579376,,
626973,050248,NATIVIDAD MEDICAL CENTER,1441 CONSTITUTION BLDV,SALINAS,CA,93906-,MONTEREY,41500,U,STH,1,9,07/01/2011,06/30/2012,833.18,22.41,39,4177,12592,34107,152,55480,,787,2210,7937,172,39,3647,6467,24443,127,46355,,787,2210,7937,,45284561,8528546,14555498,77028246,100370571,7339704,142579658,533428307,218152352,751580659,23331485,,77028246,873124,,33384,71341953,,,114396040,-97985076,2481840,2205749,,97412666,,18075072,,,5352938,53476022,4876880,,-23336236,143273411,6603838,149877249,223953679,11393302,12689156,,,6991245,5001742,40928771,,63392087,,3630243,67022330,107951101,116002578,116002578,223953679,6690464,,,370495,4293271,0.6417,,446220,533631980,240152706,773784686,638774020,135010666,177398817,-42388151,47108883,4720732,,4720732,0.189706,84853612,381984076,,
627082,440102,LINCOLN REGIONAL HOSPITAL,106 MEDICAL CENTER BLVD,FAYETTEVILLE,TN,37324,LINCOLN,99944,R,STH,1,9,07/01/2011,06/30/2012,279.87,,,2439,,5417,49,17934,,677,532,1548,59,,1901,,3976,42,15372,,677,532,1548,353890,3858868,1527736,2546260,13616402,16047635,2409426,23970973,17921731,55293725,73215456,2096160,,13616402,1065805,,,3364069,,,7286802,-2925920,649513,281526,,8702250,971428,2018789,16199578,3256,5131862,11870919,,,15868170,1202337,,1202337,25772757,662543,1277847,35655,,,3422994,5399039,,13692551,,,13692551,19091590,6681167,6681167,25772757,3307755,,,,396931,0.12,,,17634666,60421005,78055671,45899053,32156618,29664037,2492581,3325361,5817942,5078042,739900,0.327403,2772383,12662057,,
627234,050036,MEMORIAL HOSPITAL,420 34TH STREET,BAKERSFIELD,CA,93303,KERN,12540,U,STH,1,1,07/01/2011,06/30/2012,1362.21,,,17956,12661,74604,418,152988,,3507,1946,17647,418,,15626,5837,56117,339,124074,,3507,1946,17647,4356167,15563226,7332181,16095832,106092414,177517249,7671135,242823881,918219135,310283648,1228502783,32890420,,106616650,10457332,,,159367153,,,141226010,-111745326,3467626,1918776,,197932319,4943176,3944968,179470935,6626265,,95228067,,,119988006,39193232,19364677,58557909,376478234,6061215,18380360,,17538945,,,40182108,,70555872,,3575443,74131315,114313423,262164811,262164811,376478234,34445383,,,1367023,13547369,0.3933,,,918211216,310291566,1228502782,951976063,276526719,268046439,8480280,7844405,16324685,,16324685,0.197658,59787989,403991799,,
627292,220163,UMASS MEMORIAL MEDICAL CENTER,55 LAKE AVE. NORTH,WORCESTER,MA,01655,WORCESTER,49340,U,STH,1,2,10/01/2010,09/30/2011,5957.22,467.28,,64186,30707,202760,607,222608,,13100,4941,44636,660,,51613,22797,149900,469,172930,,13100,4941,44636,31959156,33658100,41938643,41938643,470388522,816280876,80108280,1084987190,1749500384,1559715892,3309216276,147223689,,470388522,30188468,,,123286084,47048461,,508134932,-352169026,18345554,,9423824,368534378,4027837,6906350,630820389,5674123,102574195,381101834,,,500830147,215059769,52240424,267300193,1136664718,87439486,58057726,783843,26170431,,13540216,191878885,,390559683,,413197183,803756866,995635751,141028967,141028967,1136664718,120421464,,,9569296,18918212,0.1571,34949250,49357858,1760146197,1563858890,3324005087,2122119823,1201885264,1320327498,-118442234,161294357,42852123,,42852123,0.327868,193058410,713833910,,
627305,260078,OZARKS MEDICAL CENTER,1100 KENTUCKY AVENUE,WEST PLAINS,MO,65775,HOWELL,44180,R,STH,1,2,01/01/2011,12/31/2011,896.39,,,10537,6294,23701,103,37595,,2361,1852,6203,103,,9017,5020,19784,91,33215,,2361,1852,6203,3210813,19178142,9143626,9143626,56176793,61031969,7748660,86952916,96490157,174884846,271375003,10190923,1405164,56199293,692758,,,12843907,1674080,,15229193,,3038382,1330251,,35049133,1970914,1436690,18306536,10976280,10469904,49999622,,,32585728,16942866,,17288106,84922967,3486735,4920152,,2703183,227283,8014673,19352026,,26820536,,,26820536,46172562,38750405,38750405,84922967,15081223,,,46676,3869842,0.2566,,,105101426,202128584,307230010,191278646,115951364,117081111,-1129747,7682607,6552860,,6552860,0.320416,16848919,51649803,,
627592,140143,ST. MARGARETS HOSPITAL,600 EAST FIRST ST,SPRING VALLEY,IL,61362,BUREAU,99914,R,STH,1,1,10/01/2010,09/30/2011,503.65,,,6193,934,9491,69,27943,,1493,422,2661,69,,4923,645,7294,63,25753,,1493,422,2661,542078,3772776,1898275,5480782,28095557,38785697,2536067,50685255,50080158,83602904,133683062,4743644,,28095557,520335,,,370621,,,13156180,-2583000,1193454,465940,,14434134,2654274,2372543,45732883,,,24534337,,,28001255,15567454,3474199,19041653,61477042,5325606,1646089,153776,913093,,171947,8210511,9942832,,,464318,10407150,18617661,42859381,42859381,61477042,7617101,,,63634,,,,,50623568,104201796,154825364,89471468,65353896,66881254,-1527358,1409810,-117548,79661,-197209,0.379145,2147614,15113270,,
627768,030055,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,KINGMAN,AZ,86401,MOHAVE,29420,U,STH,1,2,07/01/2011,06/30/2012,1355.21,20.75,,16838,9199,39251,167,61122,,3004,2214,8342,187,,14655,8089,32721,147,53802,,3004,2214,8342,6280178,18458272,10062352,11253345,89796449,116549016,3302826,144074682,338926591,359075834,698002425,17186133,,89796449,4648593,156301,,13284646,54228976,156289,144328405,-106503454,5053690,1520692,,116917383,15662650,3335642,62979943,33890351,,94698909,5190,,125592215,887734,156581,1533313,244042911,8661425,10639514,,5811908,,1870084,31009964,,12515000,,,12515000,43524964,200517947,200517947,244042911,5679304,,,247412,595191,0.1048,2584874,502760,344500541,435525908,780026449,552954717,227071732,227395355,-323623,8568360,8244737,,8244737,0.20641,23334527,126645849,,
627948,450135,TEXAS HEALTH FORT WORTH,1301 PENNSYLVANIA AVENUE,FORT WORTH,TX,76104,TARRANT,19124,U,STH,1,2,10/01/2010,09/30/2011,3527.51,2.75,,56239,7840,177118,598,218392,,10758,1110,33145,617,,39690,4825,126969,436,159140,,10758,1110,33145,19287707,57751354,34298677,34298677,215455834,388829177,36541115,521002072,1429999565,516527322,1946526887,53409599,,215455834,892155,,,-2412011,,,106228951,-38321778,8572122,1515584,,76587047,26697156,,293260119,,61176059,102902446,,,230368036,,10634314,10634314,317589397,21456153,21493120,14831906,,,-434563720,-376782541,,,,944062,944062,-375838479,693427876,693427876,317589397,90464087,,,3423285,10909969,0.1206,45832401,354780,1430195632,516527322,1946722954,1297311290,649411664,662036365,-12624701,54537644,41912943,,41912943,0.267657,34314559,194166402,,
627998,050063,HOLLYWOOD PRESBYTERIAN MEDICAL CNTR,1300 NORTH VERMONT AVENUE,LOS ANGELES,CA,90027,LOS ANGELES,31084,U,STH,1,4,01/01/2011,12/31/2011,986.36,2.86,,18448,28485,68309,317,115705,,3222,5636,14525,434,,15479,18263,48377,266,97090,,3222,5636,14525,5353616,10477112,6862593,6862593,96539799,116787335,4755829,187742708,833410424,223518666,1056929090,13996801,,96539799,2712949,,7607,9473989,1645566,,152665411,-121038828,2873124,911837,,60673960,81506,,3366311,,6730279,39447289,,,34902414,,1367072,1367072,96943446,7214855,8281307,1622727,999996,,8427801,26546686,,,,53843127,53843127,80389813,16553633,16553633,96943446,30305939,,,447366,23702275,0.7821,866079,,831865220,227178179,1059043399,831213726,227829673,213327134,14502539,5672348,20174887,10393626,9781261,0.17763,74976714,487239393,,
628490,361310,SISTERS OF MERCY OF WILLARD,110 EAST HOWARD STREET,WILLARD,OH,44890-,HURON,99936,R,CAH,1,8,01/01/2011,12/31/2011,150.97,,,2348,45,3462,25,9125,,304,13,501,25,,1173,39,1869,23,8395,,304,13,501,2989612,3936534,4415099,4958627,7986643,13345926,-219035,17748773,12263448,35832670,48096118,,,,,,,6397723,,,4101311,-713788,472306,13311,,10386383,1522346,391763,40651896,,,9608372,,,30398312,12895704,,12895704,53680399,2119344,606660,,,,2305056,5031060,,,,24262911,24262911,29293971,24386428,24386428,53680399,,,,,,,,,12283213,35948708,48231921,22849434,25382487,22471538,2910949,350516,3261465,1101497,2159968,0.369027,1235220,6270150,,
628656,410001,MEMORIAL HOSPITAL OF RHODE ISLAND,111 BREWSTER STREET,PAWTUCKET,RI,02860-,PROVIDENCE,14484,U,STH,1,2,10/01/2010,09/30/2011,1313.99,71.95,,11334,2056,27887,132,48180,,2227,1113,6148,150,,9928,1726,23412,115,41975,,2227,1113,6148,2693393,15422020,8479260,8479260,83520519,86487269,4135529,135061465,167363525,178067822,345431347,18557101,,83520519,461878,821881,1236618,5847504,186440,,32895629,,737772,876596,248783,42049429,1822002,1585672,48450143,,14841898,45906190,,,32233507,18402463,984819,19477282,93760218,13663331,1291959,435048,7143784,,4931734,28203816,,12693484,,,12693484,40897300,9480416,52862918,93760218,16974169,,,636875,2505387,0.1476,7920653,6432498,167243739,178767595,346011334,182436681,163574653,153282671,10291982,3459349,13751331,22310600,-8559269,0.390994,23851390,64315268,,
628876,050017,MERCY GENERAL HOSPITAL,4001 J STREET,SACRAMENTO,CA,95919,SACRAMENTO,40900,U,STH,1,1,07/01/2011,06/30/2012,2094.41,6.82,,21108,12069,74257,274,100284,,4275,2703,16840,342,,17413,8917,56905,242,88572,,4275,2703,16840,10612117,36571771,17074294,35746666,184359172,296503002,10960456,417468881,1765760642,532858398,2298619040,62347707,,184359172,3705972,70396,144365,37328763,98657150,,318100317,-258805381,10267418,3401070,,227436163,22601045,2976789,100830405,659518,,102179935,,,62915560,29521931,130078233,159600164,449951887,19352926,23324931,40794,24143443,,18444802,86724223,,105680371,,3573847,109254218,195978441,253973446,253973446,449951887,60369027,,,5496857,12490352,0.2069,37778138,1354529,1765760642,532858397,2298619039,1873597581,425021458,480862174,-55840716,99471446,43630730,,43630730,0.181617,47763609,388440594,162244,1438289
